disability,geo_code,geo_level,sex,total,geo_version
Intellectual disable,35005,local,Male,34,2016
Mental disable,35005,local,Female,44,2016
Mental disable,35005,local,Male,43,2016
Multiple disable,35005,local,Female,35,2016
Multiple disable,35005,local,Male,56,2016
No disability,35005,local,Female,20061,2016
No disability,35005,local,Male,16081,2016
Physical,35005,local,Female,181,2016
Physical,35005,local,Male,250,2016
Speech problem,35005,local,Female,78,2016
Speech problem,35005,local,Male,83,2016
Blind/low vision,38,district,Female,395,2016
Blind/low vision,38,district,Male,389,2016
Deaf/hard of hearing,38,district,Female,417,2016
Deaf/hard of hearing,38,district,Male,382,2016
Deaf-Blind,38,district,Female,34,2016
Deaf-Blind,38,district,Male,29,2016
Intellectual disable,38,district,Female,104,2016
Intellectual disable,38,district,Male,120,2016
Mental disable,38,district,Female,177,2016
Mental disable,38,district,Male,215,2016
Multiple disable,38,district,Female,145,2016
Multiple disable,38,district,Male,152,2016
No disability,38,district,Female,224445,2016
No disability,38,district,Male,228374,2016
Physical,38,district,Female,700,2016
Physical,38,district,Male,930,2016
Speech problem,38,district,Female,279,2016
Speech problem,38,district,Male,319,2016
Blind/low vision,25005,local,Female,79,2016
Blind/low vision,25005,local,Male,80,2016
Deaf/hard of hearing,25005,local,Female,65,2016
Deaf/hard of hearing,25005,local,Male,41,2016
Deaf-Blind,25005,local,Female,7,2016
Deaf-Blind,25005,local,Male,1,2016
Intellectual disable,25005,local,Female,16,2016
Intellectual disable,25005,local,Male,11,2016
Mental disable,25005,local,Female,19,2016
Mental disable,25005,local,Male,25,2016
Multiple disable,25005,local,Female,20,2016
Multiple disable,25005,local,Male,12,2016
No disability,25005,local,Female,30783,2016
No disability,25005,local,Male,30748,2016
Physical,25005,local,Female,82,2016
Physical,25005,local,Male,112,2016
Speech problem,25005,local,Female,30,2016
Speech problem,25005,local,Male,41,2016
Blind/low vision,25002,local,Female,69,2016
Blind/low vision,25002,local,Male,73,2016
Deaf/hard of hearing,25002,local,Female,90,2016
Deaf/hard of hearing,25002,local,Male,76,2016
Deaf-Blind,25002,local,Female,9,2016
Deaf-Blind,25002,local,Male,3,2016
Intellectual disable,25002,local,Female,27,2016
Intellectual disable,25002,local,Male,32,2016
Mental disable,25002,local,Female,44,2016
Mental disable,25002,local,Male,60,2016
Multiple disable,25002,local,Female,28,2016
Multiple disable,25002,local,Male,39,2016
No disability,25002,local,Female,39560,2016
No disability,25002,local,Male,37796,2016
Physical,25002,local,Female,128,2016
Physical,25002,local,Male,135,2016
Speech problem,25002,local,Female,64,2016
Speech problem,25002,local,Male,68,2016
Blind/low vision,25001,local,Female,22,2016
Blind/low vision,25001,local,Male,32,2016
Deaf/hard of hearing,25001,local,Female,18,2016
Deaf/hard of hearing,25001,local,Male,28,2016
Deaf-Blind,25001,local,Female,1,2016
Deaf-Blind,25001,local,Male,1,2016
Intellectual disable,25001,local,Female,1,2016
Intellectual disable,25001,local,Male,1,2016
Mental disable,25001,local,Female,8,2016
Mental disable,25001,local,Male,18,2016
Multiple disable,25001,local,Female,9,2016
Multiple disable,25001,local,Male,12,2016
No disability,25001,local,Female,6472,2016
No disability,25001,local,Male,6276,2016
Physical,25001,local,Female,53,2016
Physical,25001,local,Male,66,2016
Speech problem,25001,local,Female,11,2016
Speech problem,25001,local,Male,20,2016
Blind/low vision,25003,local,Female,8,2016
Blind/low vision,25003,local,Male,11,2016
Deaf/hard of hearing,25003,local,Female,12,2016
Deaf/hard of hearing,25003,local,Male,16,2016
Deaf-Blind,25003,local,Female,0,2016
Deaf-Blind,25003,local,Male,2,2016
Intellectual disable,25003,local,Female,2,2016
Intellectual disable,25003,local,Male,2,2016
Mental disable,25003,local,Female,3,2016
Mental disable,25003,local,Male,2,2016
Multiple disable,25003,local,Female,3,2016
Multiple disable,25003,local,Male,2,2016
No disability,25003,local,Female,5051,2016
No disability,25003,local,Male,4501,2016
Physical,25003,local,Female,24,2016
Physical,25003,local,Male,51,2016
Speech problem,25003,local,Female,10,2016
Speech problem,25003,local,Male,9,2016
Blind/low vision,25006,local,Female,23,2016
Blind/low vision,25006,local,Male,25,2016
Deaf/hard of hearing,25006,local,Female,20,2016
Deaf/hard of hearing,25006,local,Male,19,2016
Deaf-Blind,25006,local,Female,0,2016
Deaf-Blind,25006,local,Male,1,2016
Intellectual disable,25006,local,Female,3,2016
Intellectual disable,25006,local,Male,3,2016
Mental disable,25006,local,Female,12,2016
Mental disable,25006,local,Male,6,2016
Multiple disable,25006,local,Female,10,2016
Multiple disable,25006,local,Male,8,2016
No disability,25006,local,Female,4730,2016
No disability,25006,local,Male,4458,2016
Physical,25006,local,Female,56,2016
Physical,25006,local,Male,50,2016
Speech problem,25006,local,Female,16,2016
Speech problem,25006,local,Male,13,2016
Blind/low vision,25004,local,Female,194,2016
Blind/low vision,25004,local,Male,168,2016
Deaf/hard of hearing,25004,local,Female,212,2016
Deaf/hard of hearing,25004,local,Male,202,2016
Deaf-Blind,25004,local,Female,17,2016
Deaf-Blind,25004,local,Male,21,2016
Intellectual disable,25004,local,Female,55,2016
Intellectual disable,25004,local,Male,71,2016
Mental disable,25004,local,Female,91,2016
Mental disable,25004,local,Male,104,2016
Multiple disable,25004,local,Female,75,2016
Multiple disable,25004,local,Male,79,2016
No disability,25004,local,Female,137849,2016
No disability,25004,local,Male,144595,2016
Physical,25004,local,Female,357,2016
Physical,25004,local,Male,516,2016
Speech problem,25004,local,Female,148,2016
Speech problem,25004,local,Male,168,2016
Blind/low vision,10,district,Female,230,2016
Blind/low vision,10,district,Male,193,2016
Deaf/hard of hearing,10,district,Female,296,2016
Deaf/hard of hearing,10,district,Male,264,2016
Deaf-Blind,10,district,Female,44,2016
Deaf-Blind,10,district,Male,33,2016
Intellectual disable,10,district,Female,59,2016
Intellectual disable,10,district,Male,77,2016
Mental disable,10,district,Female,141,2016
Mental disable,10,district,Male,160,2016
Multiple disable,10,district,Female,111,2016
Multiple disable,10,district,Male,109,2016
No disability,10,district,Female,147471,2016
No disability,10,district,Male,148059,2016
Physical,10,district,Female,524,2016
Physical,10,district,Male,604,2016
Speech problem,10,district,Female,133,2016
Speech problem,10,district,Male,196,2016
Blind/low vision,26004,local,Female,43,2016
Blind/low vision,26004,local,Male,36,2016
Deaf/hard of hearing,26004,local,Female,62,2016
Deaf/hard of hearing,26004,local,Male,54,2016
Deaf-Blind,26004,local,Female,12,2016
Deaf-Blind,26004,local,Male,9,2016
Intellectual disable,26004,local,Female,17,2016
Intellectual disable,26004,local,Male,22,2016
Mental disable,26004,local,Female,28,2016
Mental disable,26004,local,Male,55,2016
Multiple disable,26004,local,Female,26,2016
Multiple disable,26004,local,Male,24,2016
No disability,26004,local,Female,39252,2016
No disability,26004,local,Male,38518,2016
Physical,26004,local,Female,121,2016
Physical,26004,local,Male,133,2016
Speech problem,26004,local,Female,30,2016
Speech problem,26004,local,Male,48,2016
Blind/low vision,26002,local,Female,62,2016
Blind/low vision,26002,local,Male,53,2016
Deaf/hard of hearing,26002,local,Female,76,2016
Deaf/hard of hearing,26002,local,Male,62,2016
Deaf-Blind,26002,local,Female,5,2016
Deaf-Blind,26002,local,Male,2,2016
Intellectual disable,26002,local,Female,10,2016
Intellectual disable,26002,local,Male,15,2016
Mental disable,26002,local,Female,27,2016
Mental disable,26002,local,Male,34,2016
Multiple disable,26002,local,Female,28,2016
Multiple disable,26002,local,Male,33,2016
No disability,26002,local,Female,28052,2016
No disability,26002,local,Male,26578,2016
Physical,26002,local,Female,145,2016
Physical,26002,local,Male,164,2016
Speech problem,26002,local,Female,33,2016
Speech problem,26002,local,Male,51,2016
Blind/low vision,26003,local,Female,65,2016
Blind/low vision,26003,local,Male,50,2016
Deaf/hard of hearing,26003,local,Female,80,2016
Deaf/hard of hearing,26003,local,Male,62,2016
Deaf-Blind,26003,local,Female,11,2016
Deaf-Blind,26003,local,Male,10,2016
Intellectual disable,26003,local,Female,14,2016
Intellectual disable,26003,local,Male,23,2016
Mental disable,26003,local,Female,42,2016
Mental disable,26003,local,Male,35,2016
Multiple disable,26003,local,Female,28,2016
Multiple disable,26003,local,Male,17,2016
No disability,26003,local,Female,39909,2016
No disability,26003,local,Male,42324,2016
Physical,26003,local,Female,123,2016
Physical,26003,local,Male,157,2016
Speech problem,26003,local,Female,41,2016
Speech problem,26003,local,Male,45,2016
Blind/low vision,26001,local,Female,60,2016
Blind/low vision,26001,local,Male,54,2016
Deaf/hard of hearing,26001,local,Female,78,2016
Deaf/hard of hearing,26001,local,Male,86,2016
Deaf-Blind,26001,local,Female,16,2016
Deaf-Blind,26001,local,Male,12,2016
Intellectual disable,26001,local,Female,18,2016
Intellectual disable,26001,local,Male,17,2016
Mental disable,26001,local,Female,44,2016
Mental disable,26001,local,Male,36,2016
Multiple disable,26001,local,Female,29,2016
Multiple disable,26001,local,Male,35,2016
No disability,26001,local,Female,40258,2016
No disability,26001,local,Male,40639,2016
Physical,26001,local,Female,135,2016
Physical,26001,local,Male,150,2016
Speech problem,26001,local,Female,29,2016
Speech problem,26001,local,Male,52,2016
Blind/low vision,20,district,Female,547,2016
Blind/low vision,20,district,Male,458,2016
Deaf/hard of hearing,20,district,Female,385,2016
Deaf/hard of hearing,20,district,Male,422,2016
Deaf-Blind,20,district,Female,76,2016
Deaf-Blind,20,district,Male,66,2016
Intellectual disable,20,district,Female,60,2016
Intellectual disable,20,district,Male,44,2016
Mental disable,20,district,Female,158,2016
Mental disable,20,district,Male,140,2016
Multiple disable,20,district,Female,182,2016
Multiple disable,20,district,Male,195,2016
No disability,20,district,Female,96718,2016
No disability,20,district,Male,82833,2016
Physical,20,district,Female,970,2016
Physical,20,district,Male,1294,2016
Speech problem,20,district,Female,249,2016
Speech problem,20,district,Male,302,2016
Blind/low vision,22003,local,Female,80,2016
Blind/low vision,22003,local,Male,52,2016
Deaf/hard of hearing,22003,local,Female,64,2016
Deaf/hard of hearing,22003,local,Male,73,2016
Deaf-Blind,22003,local,Female,18,2016
Deaf-Blind,22003,local,Male,20,2016
Intellectual disable,22003,local,Female,10,2016
Intellectual disable,22003,local,Male,2,2016
Mental disable,22003,local,Female,11,2016
Mental disable,22003,local,Male,12,2016
Multiple disable,22003,local,Female,33,2016
Multiple disable,22003,local,Male,42,2016
No disability,22003,local,Female,9223,2016
No disability,22003,local,Male,8449,2016
Physical,22003,local,Female,122,2016
Physical,22003,local,Male,147,2016
Speech problem,22003,local,Female,42,2016
Speech problem,22003,local,Male,49,2016
Blind/low vision,22008,local,Female,43,2016
Blind/low vision,22008,local,Male,55,2016
Deaf/hard of hearing,22008,local,Female,31,2016
Deaf/hard of hearing,22008,local,Male,29,2016
Deaf-Blind,22008,local,Female,3,2016
Deaf-Blind,22008,local,Male,5,2016
Intellectual disable,22008,local,Female,3,2016
Intellectual disable,22008,local,Male,5,2016
Mental disable,22008,local,Female,25,2016
Mental disable,22008,local,Male,15,2016
Multiple disable,22008,local,Female,22,2016
Multiple disable,22008,local,Male,25,2016
No disability,22008,local,Female,10651,2016
No disability,22008,local,Male,8502,2016
Physical,22008,local,Female,108,2016
Physical,22008,local,Male,125,2016
Speech problem,22008,local,Female,26,2016
Speech problem,22008,local,Male,25,2016
Blind/low vision,22009,local,Female,44,2016
Blind/low vision,22009,local,Male,39,2016
Deaf/hard of hearing,22009,local,Female,31,2016
Deaf/hard of hearing,22009,local,Male,34,2016
Deaf-Blind,22009,local,Female,4,2016
Deaf-Blind,22009,local,Male,4,2016
Intellectual disable,22009,local,Female,8,2016
Intellectual disable,22009,local,Male,1,2016
Mental disable,22009,local,Female,10,2016
Mental disable,22009,local,Male,13,2016
Multiple disable,22009,local,Female,18,2016
Multiple disable,22009,local,Male,20,2016
No disability,22009,local,Female,9837,2016
No disability,22009,local,Male,8514,2016
Physical,22009,local,Female,95,2016
Physical,22009,local,Male,118,2016
Speech problem,22009,local,Female,26,2016
Speech problem,22009,local,Male,33,2016
Blind/low vision,22002,local,Female,103,2016
Blind/low vision,22002,local,Male,81,2016
Deaf/hard of hearing,22002,local,Female,60,2016
Deaf/hard of hearing,22002,local,Male,75,2016
Deaf-Blind,22002,local,Female,9,2016
Deaf-Blind,22002,local,Male,10,2016
Intellectual disable,22002,local,Female,8,2016
Intellectual disable,22002,local,Male,5,2016
Mental disable,22002,local,Female,36,2016
Mental disable,22002,local,Male,33,2016
Multiple disable,22002,local,Female,18,2016
Multiple disable,22002,local,Male,23,2016
No disability,22002,local,Female,17039,2016
No disability,22002,local,Male,14478,2016
Physical,22002,local,Female,197,2016
Physical,22002,local,Male,225,2016
Speech problem,22002,local,Female,36,2016
Speech problem,22002,local,Male,50,2016
Blind/low vision,22004,local,Female,82,2016
Blind/low vision,22004,local,Male,61,2016
Deaf/hard of hearing,22004,local,Female,52,2016
Deaf/hard of hearing,22004,local,Male,62,2016
Deaf-Blind,22004,local,Female,8,2016
Deaf-Blind,22004,local,Male,3,2016
Intellectual disable,22004,local,Female,9,2016
Intellectual disable,22004,local,Male,6,2016
Mental disable,22004,local,Female,14,2016
Mental disable,22004,local,Male,11,2016
Multiple disable,22004,local,Female,22,2016
Multiple disable,22004,local,Male,10,2016
No disability,22004,local,Female,8586,2016
No disability,22004,local,Male,7852,2016
Physical,22004,local,Female,85,2016
Physical,22004,local,Male,140,2016
Speech problem,22004,local,Female,35,2016
Speech problem,22004,local,Male,24,2016
Blind/low vision,22006,local,Female,80,2016
Blind/low vision,22006,local,Male,64,2016
Deaf/hard of hearing,22006,local,Female,52,2016
Deaf/hard of hearing,22006,local,Male,49,2016
Deaf-Blind,22006,local,Female,11,2016
Deaf-Blind,22006,local,Male,9,2016
Intellectual disable,22006,local,Female,6,2016
Intellectual disable,22006,local,Male,8,2016
Mental disable,22006,local,Female,17,2016
Mental disable,22006,local,Male,22,2016
Multiple disable,22006,local,Female,29,2016
Multiple disable,22006,local,Male,28,2016
No disability,22006,local,Female,11680,2016
No disability,22006,local,Male,10562,2016
Physical,22006,local,Female,104,2016
Physical,22006,local,Male,167,2016
Speech problem,22006,local,Female,29,2016
Speech problem,22006,local,Male,37,2016
Blind/low vision,22005,local,Female,15,2016
Blind/low vision,22005,local,Male,33,2016
Deaf/hard of hearing,22005,local,Female,16,2016
Deaf/hard of hearing,22005,local,Male,16,2016
Deaf-Blind,22005,local,Female,3,2016
Deaf-Blind,22005,local,Male,2,2016
Intellectual disable,22005,local,Female,1,2016
Intellectual disable,22005,local,Male,6,2016
Mental disable,22005,local,Female,8,2016
Mental disable,22005,local,Male,8,2016
Multiple disable,22005,local,Female,9,2016
Multiple disable,22005,local,Male,10,2016
No disability,22005,local,Female,8242,2016
No disability,22005,local,Male,6939,2016
Physical,22005,local,Female,75,2016
Physical,22005,local,Male,112,2016
Speech problem,22005,local,Female,5,2016
Speech problem,22005,local,Male,15,2016
Blind/low vision,22007,local,Female,48,2016
Blind/low vision,22007,local,Male,40,2016
Deaf/hard of hearing,22007,local,Female,46,2016
Deaf/hard of hearing,22007,local,Male,48,2016
Deaf-Blind,22007,local,Female,16,2016
Deaf-Blind,22007,local,Male,8,2016
Intellectual disable,22007,local,Female,10,2016
Intellectual disable,22007,local,Male,5,2016
Mental disable,22007,local,Female,20,2016
Mental disable,22007,local,Male,17,2016
Multiple disable,22007,local,Female,13,2016
